detailedaddress,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,名字,对错,描述,类型
杭州市淳安县千岛湖镇阳光路清波花园17幢2单元5楼,nan,杭州市,淳安县,千岛湖镇,,阳光路,,清波花园\N,,17幢,2单元,5楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,51034594,5楼,17063,阳光路,15665754,清波花园,\N,\N,51034584,17幢,51034585,2单元,51034594,5楼,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇西园路景秀花园16幢4楼16141,nan,杭州市,淳安县,千岛湖镇,,西园路,,景秀花园\N,,16幢,,4楼,\N16141,2,杭州市,23,淳安县,144,千岛湖镇,7,47220781,16141,47220252,西园路,47220253,景秀花园,\N,\N,47220770,16幢,\N,\N,47220780,4楼,47220781,16141,陈朗,正确,,
杭州市淳安县千岛湖镇宕里村宕里自然村144号1楼,nan,杭州市,淳安县,千岛湖镇,宕里村, ,,宕里自然村 \N,,144号,,1楼,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,6,121497901,1楼,18112,宕里村,106768329,宕里自然村,\N,\N,113574160,144号,\N,\N,121497901,1楼,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新安北路绿城千岛湖度假公寓7幢1单元7楼703,nan,杭州市,淳安县,千岛湖镇,,新安北路,,\N绿城千岛湖度假公寓,,7幢,1单元,7楼,703,2,杭州市,23,淳安县,144,千岛湖镇,7,47576718,703,17053,新安北路,\N,\N,47278203,绿城千岛湖度假公寓,47278204,7幢,47278205,1单元,47576715,7楼,47576718,703,陈朗,正确,,
杭州市淳安县左口乡桥西村丰坪村宋国成,nan,杭州市,淳安县,左口乡,桥西村, ,,丰坪村 \N,,,,\N,\N\N宋国成,2,杭州市,23,淳安县,156,左口乡,7,74411379,宋国成,20456,桥西村,74319613,丰坪村,\N,\N,\N,\N,\N,\N,\N,\N,74411379,宋国成,陈朗,正确,,
杭州市淳安县千岛湖镇江滨社区四马巷19幢1单元502室,nan,杭州市,淳安县,千岛湖镇,江滨社区, 四马巷,, \N,,19幢,1单元,\N,502室,2,杭州市,23,淳安县,144,千岛湖镇,7,17560222,502室,4111785,江滨社区,12008758,四马巷,\N,\N,17560201,19幢,17560203,1单元,\N,\N,17560222,502室,陈朗,正确,,
杭州市淳安县千岛湖镇淳建村116幢4单元3楼,nan,杭州市,淳安县,千岛湖镇,淳建村, ,,\N\N,,,4单元,3楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,50930902,3楼,32141979,淳建村,\N,\N,\N,\N,50930893,116幢,50930894,4单元,50930902,3楼,\N,\N,陈朗,错误,幢消失building_name回填消失,算法问题，building_name使用replace而不是cat
杭州市淳安县临岐镇鱼市街109号2F,nan,杭州市,淳安县,临岐镇,,鱼市街,,\N,,\N,,2F, ,2,杭州市,23,淳安县,5146,临岐镇,6,80601600,2F,7642301,鱼市街,76951078,109号,\N,\N,\N,\N,\N,\N,80601600,2F,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新安南路2-20号,nan,杭州市,淳安县,千岛湖镇,,新安南路,,\N,,\N,,\N, ,2,杭州市,23,淳安县,144,千岛湖镇,2,41869599,2-20号,2201565,新安南路,41869599,2-20号,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇环湖北路望湖国际6幢12楼1201室,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,\N望湖国际,,6幢,,12楼,\N1201室,2,杭州市,23,淳安县,144,千岛湖镇,7,92566143,1201室,8693848,环湖北路,\N,\N,92555996,望湖国际,92555971,6幢,\N,\N,92566142,12楼,92566143,1201室,陈朗,正确,,
杭州市淳安县屏门乡堪头村长脚塆10号,nan,杭州市,淳安县,屏门乡,堪头村, ,,长脚塆\N,,10号,,\N,\N\N,2,杭州市,23,淳安县,143,屏门乡,4,99696547,10号,17387,堪头村,99658627,长脚塆,\N,\N,99696547,10号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇人民路37号商住楼1单元5F,nan,杭州市,淳安县,千岛湖镇,,人民路,,商住楼,,\N,1单元,5F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,76768918,5F,8370162,人民路,76768911,37号,76768912,商住楼,\N,\N,76768913,1单元,76768918,5F,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇望湖社区茶苑小区14幢8楼802（集团高价值）,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,14幢,,8楼,\N802（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,107482650,802（集团高价值）,2526157,望湖社区,63536591,茶苑小区,\N,\N,63537159,14幢,\N,\N,63537195,8楼,107482650,802（集团高价值）,陈朗,正确,,
杭州市淳安县浪川乡联欢村曹家村曹新堂,nan,杭州市,淳安县,浪川乡,联欢村, ,,曹家村 \N,,,,\N,\N\N曹新堂,2,杭州市,23,淳安县,140,浪川乡,7,80636832,曹新堂,32607392,联欢村,80633044,曹家村,\N,\N,\N,\N,\N,\N,\N,\N,80636832,曹新堂,陈朗,正确,,
杭州市淳安县中洲镇左川村田坑村26号,nan,杭州市,淳安县,中洲镇,左川村, ,,田坑村 \N,,26号,,\N,\N\N,2,杭州市,23,淳安县,152,中洲镇,4,99762734,26号,56804403,左川村,99756659,田坑村,\N,\N,99762734,26号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇望湖社区茶苑小区13幢11楼1103（普通小区）,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,13幢,,11楼,\N1103（普通小区）,2,杭州市,23,淳安县,144,千岛湖镇,7,106482540,1103（普通小区）,2526157,望湖社区,63536591,茶苑小区,\N,\N,63537078,13幢,\N,\N,63537129,11楼,106482540,1103（普通小区）,陈朗,正确,,
杭州市淳安县千岛湖镇南苑社区绿城玫瑰园50幢,nan,杭州市,淳安县,千岛湖镇,南苑社区, ,,绿城玫瑰园\N,,50幢,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,6881730,50幢,2384829,南苑社区,6881316,绿城玫瑰园,\N,\N,6881730,50幢,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县临岐镇鱼市街89-15号临岐镇中心幼儿园4F未覆盖,nan,杭州市,淳安县,临岐镇,,鱼市街,,临岐镇中心幼儿园,,\N,,4F, 未覆盖,2,杭州市,23,淳安县,5146,临岐镇,7,78437212,未覆盖,7642301,鱼市街,76951037,89-15号,76951038,临岐镇中心幼儿园,\N,\N,\N,\N,76951064,4F,78437212,未覆盖,陈朗,正确,,
杭州市淳安县千岛湖镇开发路玫瑰园小区57幢1单元11楼1102,nan,杭州市,淳安县,千岛湖镇,,开发路,,玫瑰园小区 \N,,57幢,1单元,11楼,1102,2,杭州市,23,淳安县,144,千岛湖镇,7,50120290,1102,140600,开发路,66273955,玫瑰园小区,\N,\N,50120221,57幢,50120222,1单元,50120287,11楼,50120290,1102,陈朗,正确,,
杭州市淳安县枫树岭镇官川村官川自然村58号,nan,杭州市,淳安县,枫树岭镇,官川村, ,,官川自然村 \N,,58号,,\N,\N\N,2,杭州市,23,淳安县,134,枫树岭镇,4,105078052,58号,56804751,官川村,105077882,官川自然村,\N,\N,105078052,58号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县汾口镇桃林畈村高湖村余礼富,nan,杭州市,淳安县,汾口镇,桃林畈村, ,,高湖村 \N,,,,\N,\N\N余礼富,2,杭州市,23,淳安县,133,汾口镇,7,100163036,余礼富,18080,桃林畈村,100157293,高湖村,\N,\N,\N,\N,\N,\N,\N,\N,100163036,余礼富,陈朗,正确,,
杭州市淳安县界首乡洋田村下洋田村72号,nan,杭州市,淳安县,界首乡,洋田村, ,,下洋田村 \N,,72号,,\N,\N\N,2,杭州市,23,淳安县,137,界首乡,4,103379999,72号,8440047,洋田村,102418793,下洋田村,\N,\N,103379999,72号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇火炉尖社区人民路小区17号1楼101室,nan,杭州市,淳安县,千岛湖镇,火炉尖社区, ,,人民路小区 \N,,17号,,1楼,\N101室,2,杭州市,23,淳安县,144,千岛湖镇,7,121662318,101室,2525867,火炉尖社区,121383487,人民路小区,\N,\N,121662232,17号,\N,\N,121662317,1楼,121662318,101室,陈朗,正确,,
杭州市淳安县浪川乡峰川村姜坞口村32号,nan,杭州市,淳安县,浪川乡,峰川村, ,,姜坞口村 \N,,32号,,\N,\N\N,2,杭州市,23,淳安县,140,浪川乡,4,76600195,32号,56805656,峰川村,76581212,姜坞口村,\N,\N,76600195,32号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县姜家镇双溪村82号,nan,杭州市,淳安县,姜家镇,双溪村, ,,\N\N,,82号,,\N,\N\N,2,杭州市,23,淳安县,136,姜家镇,4,58268573,82号,56804970,双溪村,\N,\N,\N,\N,58268573,82号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇睦州大道东方海岸10幢1单元5楼501室（集团高价值）,nan,杭州市,淳安县,千岛湖镇,,睦州大道,,东方海岸\N,,10幢,1单元,5楼,501室（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,107485047,501室（集团高价值）,40575632,睦州大道,71881372,东方海岸,\N,\N,91514455,10幢,91514456,1单元,91521968,5楼,107485047,501室（集团高价值）,陈朗,正确,,
杭州市淳安县千岛湖镇茂畈村汪宅村方苏州,nan,杭州市,淳安县,千岛湖镇,茂畈村, ,,汪宅村 \N,,,,\N,\N\N方苏州,2,杭州市,23,淳安县,144,千岛湖镇,7,108134094,方苏州,18084,茂畈村,77637777,汪宅村,\N,\N,\N,\N,\N,\N,\N,\N,108134094,方苏州,陈朗,正确,,
杭州市淳安县安阳乡桐川村桐坑口村王青平,nan,杭州市,淳安县,安阳乡,桐川村, ,,桐坑口村 \N,,,,\N,\N\N王青平,2,杭州市,23,淳安县,130,安阳乡,7,99410326,王青平,8395132,桐川村,99406241,桐坑口村,\N,\N,\N,\N,\N,\N,\N,\N,99410326,王青平,陈朗,正确,,
杭州市淳安县威坪镇虹桥街39号商住楼2单元6楼603,nan,杭州市,淳安县,威坪镇,,虹桥街,,商住楼,,\N,2单元,6楼,603,2,杭州市,23,淳安县,148,威坪镇,7,92369279,603,2522451,虹桥街,7443802,39号,77367695,商住楼,\N,\N,77367703,2单元,92369278,6楼,92369279,603,陈朗,正确,,
杭州市淳安县千岛湖镇宋家坞村宋家坞村自然村34号,nan,杭州市,淳安县,千岛湖镇,宋家坞村, ,,宋家坞村自然村 \N,,34号,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,107066186,34号,18098,宋家坞村,107066021,宋家坞村自然村,\N,\N,107066186,34号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇妙石村妙石村18号,nan,杭州市,淳安县,威坪镇,妙石村, ,,妙石村 \N,,18号,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,57417010,18号,17639,妙石村,17640,妙石村,\N,\N,57417010,18号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇珍珠五路宿舍楼2,nan,杭州市,淳安县,千岛湖镇,,珍珠五路,,\N\N,,宿舍楼2,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,76521774,宿舍楼2,76521706,珍珠五路,\N,\N,\N,\N,76521774,宿舍楼2,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县姜家镇瀛山路5号姜家中心卫生院食堂,nan,杭州市,淳安县,姜家镇,,瀛山路,,姜家中心卫生院,,食堂,,\N, \N\N,2,杭州市,23,淳安县,136,姜家镇,4,96793774,食堂,55145353,瀛山路,96757093,5号,96757094,姜家中心卫生院,96793774,食堂,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇开发路玫瑰园小区51幢1单元14楼1403,nan,杭州市,淳安县,千岛湖镇,,开发路,,玫瑰园小区 \N,,51幢,1单元,14楼,1403,2,杭州市,23,淳安县,144,千岛湖镇,7,50119455,1403,140600,开发路,66273955,玫瑰园小区,\N,\N,50119366,51幢,50119367,1单元,50119453,14楼,50119455,1403,陈朗,正确,,
杭州市淳安县屏门乡秋源村秋源自然村87号,nan,杭州市,淳安县,屏门乡,秋源村, ,,秋源自然村 \N,,87号,,\N,\N\N,2,杭州市,23,淳安县,143,屏门乡,4,107176216,87号,17405,秋源村,107176044,秋源自然村,\N,\N,107176216,87号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇江滨社区康乐寓小区1幢1单元3楼302室,nan,杭州市,淳安县,千岛湖镇,江滨社区, ,,康乐寓小区 \N,,1幢,1单元,3楼,302室,2,杭州市,23,淳安县,144,千岛湖镇,7,64588727,302室,4111785,江滨社区,64588709,康乐寓小区,\N,\N,64588710,1幢,64588711,1单元,64588724,3楼,64588727,302室,陈朗,正确,,
杭州市淳安县千岛湖镇龙门路望江垄小区7幢2单元7楼703,nan,杭州市,淳安县,千岛湖镇,,龙门路,,望江垄小区 \N,,7幢,2单元,7楼,703,2,杭州市,23,淳安县,144,千岛湖镇,7,55101931,703,140602,龙门路,54528478,望江垄小区,\N,\N,55089807,7幢,55089831,2单元,55101930,7楼,55101931,703,陈朗,正确,,
杭州市淳安县姜家镇银峰路34幢1单元604,nan,杭州市,淳安县,姜家镇,,银峰路,,\N\N,,34幢,1单元,\N,604,2,杭州市,23,淳安县,136,姜家镇,7,52570632,604,33459120,银峰路,\N,\N,\N,\N,52570416,34幢,52570417,1单元,\N,\N,52570632,604,陈朗,正确,,
杭州市淳安县浪川乡芹川村芹川村自然村448号1层（正）,nan,杭州市,淳安县,浪川乡,芹川村, ,,芹川村自然村 \N,,448号,,1层,\N（正）\N,2,杭州市,23,淳安县,140,浪川乡,6,121726375,1层（正）,8450746,芹川村,70716521,芹川村自然村,\N,\N,70836616,448号,\N,\N,121726375,1层（正）,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇炉峰路45幢4单元407室,nan,杭州市,淳安县,千岛湖镇,,炉峰路,,\N\N,,45幢,,\N,407室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,2958353,45幢4单元407室,140589,炉峰路,\N,\N,\N,\N,2958353,45幢4单元407室,\N,\N,\N,\N,\N,\N,陈朗,错误,单元消失,算法问题，使用的是replace而不是cat
杭州市淳安县浪川乡桃源村169-1号,nan,杭州市,淳安县,浪川乡,桃源村, ,,\N\N,,1号,,\N,169-\N\N,2,杭州市,23,淳安县,140,浪川乡,4,76633136,169-1号,64775365,桃源村,\N,\N,\N,\N,76633136,169-1号,\N,\N,\N,\N,\N,\N,陈朗,错误,building_name回填错误,算法问题，从grade_13中取号的时候没有加上连字符
杭州市淳安县里商乡石湾村庙后坞村19号,nan,杭州市,淳安县,里商乡,石湾村, ,,庙后坞村 \N,,19号,,\N,\N\N,2,杭州市,23,淳安县,141,里商乡,4,101329599,19号,20434,石湾村,101329511,庙后坞村,\N,\N,101329599,19号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇开发路书香名地7幢1单元15楼1503,nan,杭州市,淳安县,千岛湖镇,,开发路,,书香名地\N,,7幢,1单元,15楼,1503,2,杭州市,23,淳安县,144,千岛湖镇,7,50163382,1503,140600,开发路,40222151,书香名地,\N,\N,50163315,7幢,50163316,1单元,50163379,15楼,50163382,1503,陈朗,正确,,
杭州市淳安县富文乡六联村六联自然村164号,nan,杭州市,淳安县,富文乡,六联村, ,,六联自然村 \N,,164号,,\N,\N\N,2,杭州市,23,淳安县,135,富文乡,4,104016424,164号,20454,六联村,104016365,六联自然村,\N,\N,104016424,164号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县姜家镇淳城线墨香湖居二期36幢2单元3层,nan,杭州市,淳安县,姜家镇,,淳城线,,墨香湖居,2期,36幢,2单元,3层,\N,2,杭州市,23,淳安县,136,姜家镇,6,82161417,3层,57687829,淳城线,82161121,墨香湖居,82161122,二期,82161339,36幢,82161416,2单元,82161417,3层,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇五丰村第65幢,nan,杭州市,淳安县,威坪镇,五丰村, ,,\N\N,,,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,61351742,第65幢,17661,五丰村,\N,\N,\N,\N,61351742,第65幢,\N,\N,\N,\N,\N,\N,陈朗,错误,幢消失building_name回填消失,算法问题，building_name使用replace而不是cat
杭州市淳安县千岛湖镇阳光路湖滨悦居3号9F921,nan,杭州市,淳安县,千岛湖镇,,阳光路,3号,\N湖滨悦居,,3号,,9F,\N921,2,杭州市,23,淳安县,144,千岛湖镇,7,114276787,921,17063,阳光路,\N,\N,114266567,湖滨悦居,114276070,3号,\N,\N,114276712,9F,114276787,921,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县临岐镇复兴街88号商住楼2F未覆盖,nan,杭州市,淳安县,临岐镇,,复兴街,,商住楼,,\N,,2F, 未覆盖,2,杭州市,23,淳安县,5146,临岐镇,7,78427059,未覆盖,7640440,复兴街,77367938,88号,77367939,商住楼,\N,\N,\N,\N,77367941,2F,78427059,未覆盖,陈朗,正确,,
杭州市淳安县汾口镇武强路34号二单元2楼203室,nan,杭州市,淳安县,汾口镇,,武强路,,\N,,\N,二单元,2楼, 二203室,2,杭州市,23,淳安县,133,汾口镇,7,69080969,203室,4997525,武强路,55743570,34号,\N,\N,\N,\N,69080967,二单元,69080968,2楼,69080969,203室,陈朗,正确,,
杭州市淳安县姜家镇郭村223号,nan,杭州市,淳安县,姜家镇,郭村, ,,\N\N,,223号,,\N,\N\N,2,杭州市,23,淳安县,136,姜家镇,4,66290932,223号,15321250,郭村,\N,\N,\N,\N,66290932,223号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县金峰乡山后村,nan,杭州市,淳安县,金峰乡,山后村, ,,\N\N,,,,\N,\N\N\N,2,杭州市,23,淳安县,138,金峰乡,1,20914,山后村,20914,山后村,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县汾口镇杨旗社区杨旗街沿街店铺武强家具,nan,杭州市,淳安县,汾口镇,杨旗社区, ,,\N杨旗街沿街店铺,,\N,,\N,武强家具,2,杭州市,23,淳安县,133,汾口镇,7,16231879,武强家具,16220301,杨旗社区,\N,\N,16231789,杨旗街沿街店铺,\N,\N,\N,\N,\N,\N,16231879,武强家具,陈朗,正确,,
杭州市淳安县姜家镇银峰路336号2幢2单元404室,nan,杭州市,淳安县,姜家镇,,银峰路,336号,\N\N,,336号2幢,2单元,\N,404室,2,杭州市,23,淳安县,136,姜家镇,7,23899000,404室,33459120,银峰路,\N,\N,\N,\N,23898976,336号2幢,23898990,2单元,\N,\N,23899000,404室,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县临岐镇复兴街景月湾小区4幢1单元4楼401,nan,杭州市,淳安县,临岐镇,,复兴街,,景月湾小区 \N,,4幢,1单元,4楼,401,2,杭州市,23,淳安县,5146,临岐镇,7,60775598,401,7640440,复兴街,60774585,景月湾小区,\N,\N,60774986,4幢,60774988,1单元,60775012,4楼,60775598,401,陈朗,正确,,
杭州市淳安县千岛湖镇知丰路新安西路小区19幢1单元201室,nan,杭州市,淳安县,千岛湖镇,,知丰路,,新安西路小区 \N,,19幢,1单元,\N,201室,2,杭州市,23,淳安县,144,千岛湖镇,7,61553273,201室,140592,知丰路,61531499,新安西路小区,\N,\N,61552918,19幢,61553269,1单元,\N,\N,61553273,201室,陈朗,正确,,
杭州市淳安县千岛湖镇新安大街102号西园菜市场8号1楼,nan,杭州市,淳安县,千岛湖镇,,新安大街,8号,西园菜市场,,8号,,1楼, \N\N,2,杭州市,23,淳安县,144,千岛湖镇,6,80142967,1楼,17055,新安大街,9689340,102号,76798863,西园菜市场,80142965,8号,\N,\N,80142967,1楼,\N,\N,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县姜家镇银峰路银峰路小区53号3单元405室,nan,杭州市,淳安县,姜家镇,,银峰路,53号,银峰路小区 \N,,53号,3单元,\N,405室,2,杭州市,23,淳安县,136,姜家镇,7,60964335,405室,33459120,银峰路,60962845,银峰路小区,\N,\N,60964073,53号,60964260,3单元,\N,\N,60964335,405室,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县屏门乡将坑村后塘自然村84号（集团高价值）,nan,杭州市,淳安县,屏门乡,将坑村, ,,后塘自然村 \N,,84号,,\N,\N（集团高价值）,2,杭州市,23,淳安县,143,屏门乡,7,106635317,（集团高价值）,17381,将坑村,87756725,后塘自然村,\N,\N,87764028,84号,\N,\N,\N,\N,106635317,（集团高价值）,陈朗,正确,,
杭州市淳安县千岛湖镇环湖北路一家山水89幢5单元710,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,一家山水\N,,89幢,5单元,\N,710,2,杭州市,23,淳安县,144,千岛湖镇,7,42391609,710,8693848,环湖北路,42390843,一家山水,\N,\N,42390844,89幢,42391575,5单元,\N,\N,42391609,710,陈朗,正确,,
杭州市淳安县千岛湖镇丹桂路31幢2单元304室,nan,杭州市,淳安县,千岛湖镇,,丹桂路,,\N\N,,31幢,2单元,\N,304室,2,杭州市,23,淳安县,144,千岛湖镇,7,38704671,304室,69297926,丹桂路,\N,\N,\N,\N,38704511,31幢,38704586,2单元,\N,\N,38704671,304室,陈朗,正确,,
杭州市淳安县汾口镇武强路32号一单元3楼302室,nan,杭州市,淳安县,汾口镇,,武强路,,\N,,\N,一单元,3楼, 一302室,2,杭州市,23,淳安县,133,汾口镇,7,69119069,302室,4997525,武强路,18932705,32号,\N,\N,\N,\N,69118935,一单元,69118938,3楼,69119069,302室,陈朗,正确,,
杭州市淳安县姜家镇狮城路170号商住楼5F,nan,杭州市,淳安县,姜家镇,,狮城路,,商住楼,,\N,,5F, ,2,杭州市,23,淳安县,136,姜家镇,6,72800293,5F,23519910,狮城路,72800265,170号,72800289,商住楼,\N,\N,\N,\N,72800293,5F,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇兴华街352号2号教学楼4F,nan,杭州市,淳安县,威坪镇,,兴华街,,教学楼,,\N,,4F, ,2,杭州市,23,淳安县,148,威坪镇,6,77368743,4F,7324767,兴华街,77368671,352号,77368739,2号教学楼,\N,\N,\N,\N,77368743,4F,\N,\N,陈朗,正确,,
杭州市淳安县姜家镇狮城路337号商务楼3F,nan,杭州市,淳安县,姜家镇,,狮城路,,商务楼,,\N,,3F, ,2,杭州市,23,淳安县,136,姜家镇,6,99016777,3F,23519910,狮城路,53914661,337号,99016775,商务楼,\N,\N,\N,\N,99016777,3F,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新北社区新塘二区14幢,nan,杭州市,淳安县,千岛湖镇,新北社区, ,,新塘\N,,14幢,,\N,2区\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,27185868,14幢,2521923,新北社区,2521924,新塘二区,\N,\N,27185868,14幢,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇环湖北路在水一方3幢2单元2F,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,在水一方\N,,3幢,2单元,2F,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,122781947,2F,8693848,环湖北路,122781163,在水一方,\N,\N,122781170,3幢,122781215,2单元,122781947,2F,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇排岭北路实验小区4幢3单元406室,nan,杭州市,淳安县,千岛湖镇,,排岭北路,,实验小区 \N,,4幢,3单元,\N,406室,2,杭州市,23,淳安县,144,千岛湖镇,7,13013508,406室,17068,排岭北路,75767339,实验小区,\N,\N,13013351,4幢,13013502,3单元,\N,\N,13013508,406室,陈朗,正确,,
杭州市淳安县姜家镇赤城村儒塘村23号,nan,杭州市,淳安县,姜家镇,赤城村, ,,儒塘村 \N,,23号,,\N,\N\N,2,杭州市,23,淳安县,136,姜家镇,4,88290729,23号,8436427,赤城村,88290694,儒塘村,\N,\N,88290729,23号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县汾口镇汾口村汾口自然村152号,nan,杭州市,淳安县,汾口镇,汾口村, ,,汾口自然村 \N,,152号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,2523079,152号,17889,汾口村,69148351,汾口自然村,\N,\N,2523079,152号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县汾口镇武强路8号商住楼2单元4F,nan,杭州市,淳安县,汾口镇,,武强路,,商住楼,,\N,2单元,4F, ,2,杭州市,23,淳安县,133,汾口镇,6,77384429,4F,4997525,武强路,69080755,8号,77384397,商住楼,\N,\N,77384425,2单元,77384429,4F,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇湖滨路146幢2单元303室,nan,杭州市,淳安县,威坪镇,,湖滨路,,\N\N,,146幢,2单元,\N,303室,2,杭州市,23,淳安县,148,威坪镇,7,9799421,303室,140594,湖滨路,\N,\N,\N,\N,9799410,146幢,9799417,2单元,\N,\N,9799421,303室,陈朗,正确,,
杭州市淳安县威坪镇三坦村中涓自然村38号（集团高价值）,nan,杭州市,淳安县,威坪镇,三坦村, ,,中涓自然村 \N,,38号,,\N,（集团高价值）\N\N,2,杭州市,23,淳安县,148,威坪镇,4,106682427,38号（集团高价值）,17645,三坦村,87629266,中涓自然村,\N,\N,106682427,38号（集团高价值）,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇杨家畈村杨家畈村自然村233号,nan,杭州市,淳安县,威坪镇,杨家畈村, ,,杨家畈村自然村 \N,,233号,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,58726193,233号,17649,杨家畈村,58726139,杨家畈村自然村,\N,\N,58726193,233号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县王阜乡管家村管家自然村119号,nan,杭州市,淳安县,王阜乡,管家村, ,,管家自然村 \N,,119号,,\N,\N\N,2,杭州市,23,淳安县,147,王阜乡,4,103939288,119号,56805605,管家村,103287931,管家自然村,\N,\N,103939288,119号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇鼓山大道157号宿舍楼2楼46,nan,杭州市,淳安县,千岛湖镇,,鼓山大道,157号,宿舍楼,,\N,,2楼,46,2,杭州市,23,淳安县,144,千岛湖镇,7,100201408,46,13139990,鼓山大道,57802571,157号,90559632,宿舍楼,\N,\N,\N,\N,90561452,2楼,100201408,46,陈朗,正确,,
杭州市淳安县汾口镇仙居村160号,nan,杭州市,淳安县,汾口镇,仙居村, ,,\N\N,,160号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,63434950,160号,17893,仙居村,\N,\N,\N,\N,63434950,160号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县临岐镇望溪路腾隆苑1幢1单元6F602,nan,杭州市,淳安县,临岐镇,,望溪路,,腾隆苑\N,,1幢,1单元,6F,602,2,杭州市,23,淳安县,5146,临岐镇,7,121184383,602,121180235,望溪路,121180404,腾隆苑,\N,\N,121180798,1幢,121180802,1单元,121184381,6F,121184383,602,陈朗,正确,,
