,detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city
2244071,杭州市西湖区古荡街道益乐社区益乐南村小区一区48# --- 51#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422684,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387747,一区48# --- 51#,\N,\N,\N,\N,44422684,（正）,20220601.0,2.0
2244459,杭州市西湖区留下镇小和山社区小和山新苑新苑二区33# --- 40#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380642,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445705,新苑二区,5445706,33# --- 40#,\N,\N,\N,\N,25380642,(CTT-高新),20220601.0,2.0
2244460,杭州市西湖区留下镇小和山社区小和山新苑新苑六区1# --- 8#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380643,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5445739,1# --- 8#,\N,\N,\N,\N,25380643,(CTT-高新),20220601.0,2.0
2244461,杭州市西湖区留下镇小和山社区小和山新苑新苑二区7# --- 14#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380641,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445705,新苑二区,5445948,7# --- 14#,\N,\N,\N,\N,25380641,(CTT-高新),20220601.0,2.0
2244462,杭州市西湖区留下镇小和山社区小和山新苑新苑六区9# --- 18#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378378,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5446031,9# --- 18#,\N,\N,\N,\N,25378378,(CTT-高新),20220601.0,2.0
2244463,杭州市西湖区留下镇小和山社区小和山新苑新苑六区37# --- 44#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380595,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5446273,37# --- 44#,\N,\N,\N,\N,25380595,(CTT-高新),20220601.0,2.0
2261769,杭州市西湖区留下镇小和山社区小和山新苑新苑四区1# --- 8#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423640,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442603,1# --- 8#商铺,\N,\N,\N,\N,25423640,（CTT-高新）,20220601.0,2.0
2261770,杭州市西湖区留下镇小和山社区小和山新苑新苑六区29# --- 36#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423651,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442614,29# --- 36#商铺,\N,\N,\N,\N,25423651,（CTT-高新）,20220601.0,2.0
2261798,杭州市西湖区古荡街道益乐社区益乐南村小区一区7# --- 12#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424933,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452855,一区7# --- 12#商铺,\N,\N,\N,\N,44424933,（正）,20220601.0,2.0
2265423,杭州市西湖区留下镇小和山社区小和山新苑新苑三区7# --- 18#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378376,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5445862,7# --- 18#,\N,\N,\N,\N,25378376,(CTT-高新),20220601.0,2.0
2265424,杭州市西湖区留下镇小和山社区小和山新苑新苑三区29# --- 38#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378336,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5446104,29# --- 38#,\N,\N,\N,\N,25378336,(CTT-高新),20220601.0,2.0
2266781,杭州市西湖区古荡街道益乐社区益乐南村小区一区45# --- 47#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424950,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452846,一区45# --- 47#商铺,\N,\N,\N,\N,44424950,（正）,20220601.0,2.0
2266782,杭州市西湖区古荡街道益乐社区益乐南村小区一区17# --- 19#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424913,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452835,一区17# --- 19#商铺,\N,\N,\N,\N,44424913,（正）,20220601.0,2.0
2266808,杭州市西湖区留下镇小和山社区小和山新苑新苑二区25# --- 32#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423607,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445705,新苑二区,21442616,25# --- 32#商铺,\N,\N,\N,\N,25423607,（CTT-高新）,20220601.0,2.0
2266809,杭州市西湖区留下镇小和山社区小和山新苑新苑四区71# --- 82#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423642,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442605,71# --- 82#商铺,\N,\N,\N,\N,25423642,（CTT-高新）,20220601.0,2.0
2274813,杭州市西湖区古荡街道益乐社区益乐南村小区一区55# --- 60#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422665,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387731,一区55# --- 60#,\N,\N,\N,\N,44422665,（正）,20220601.0,2.0
2274814,杭州市西湖区古荡街道益乐社区益乐南村小区一区38# --- 40#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422677,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387742,一区38# --- 40#,\N,\N,\N,\N,44422677,（正）,20220601.0,2.0
2275303,杭州市西湖区留下镇小和山社区小和山新苑新苑一区11# --- 22#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378268,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445775,新苑一区,5445778,11# --- 22#,\N,\N,\N,\N,25378268,(CTT-高新),20220601.0,2.0
2275304,杭州市西湖区留下镇小和山社区小和山新苑新苑二区15# --- 24#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378334,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445705,新苑二区,5445822,15# --- 24#,\N,\N,\N,\N,25378334,(CTT-高新),20220601.0,2.0
2275305,杭州市西湖区留下镇小和山社区小和山新苑新苑五区29# --- 32#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378328,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,5446191,29# --- 32#,\N,\N,\N,\N,25378328,(CTT-高新),20220601.0,2.0
2278897,杭州市西湖区留下镇小和山社区新苑六区29# --- 36#,2,杭州市,19,西湖区,267,留下镇,4,2314863,29# --- 36#,2308970,小和山社区,\N,\N,2311892,新苑六区,2314863,29# --- 36#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2278898,杭州市西湖区留下镇小和山社区新苑六区1# --- 8#,2,杭州市,19,西湖区,267,留下镇,4,2314861,1# --- 8#,2308970,小和山社区,\N,\N,2311892,新苑六区,2314861,1# --- 8#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2278899,杭州市西湖区留下镇小和山社区新苑六区9# --- 18#,2,杭州市,19,西湖区,267,留下镇,4,2311894,9# --- 18#,2308970,小和山社区,\N,\N,2311892,新苑六区,2311894,9# --- 18#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2278900,杭州市西湖区留下镇小和山社区新苑六区19# --- 28#,2,杭州市,19,西湖区,267,留下镇,4,2311897,19# --- 28#,2308970,小和山社区,\N,\N,2311892,新苑六区,2311897,19# --- 28#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2278901,杭州市西湖区留下镇小和山社区新苑六区37# --- 44#,2,杭州市,19,西湖区,267,留下镇,4,2314818,37# --- 44#,2308970,小和山社区,\N,\N,2311892,新苑六区,2314818,37# --- 44#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280286,杭州市西湖区留下镇小和山社区小和山新苑新苑六区9# --- 18#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442619,9# --- 18#商铺,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442619,9# --- 18#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280287,杭州市西湖区留下镇小和山社区小和山新苑新苑六区1# --- 8#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442613,1# --- 8#商铺,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442613,1# --- 8#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280288,杭州市西湖区留下镇小和山社区小和山新苑新苑六区29# --- 36#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442614,29# --- 36#商铺,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442614,29# --- 36#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280289,杭州市西湖区留下镇小和山社区小和山新苑新苑六区1# --- 8#,2,杭州市,19,西湖区,267,留下镇,4,5445739,1# --- 8#,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5445739,1# --- 8#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280290,杭州市西湖区留下镇小和山社区小和山新苑新苑六区19# --- 28#,2,杭州市,19,西湖区,267,留下镇,4,5446058,19# --- 28#,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5446058,19# --- 28#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280291,杭州市西湖区留下镇小和山社区小和山新苑新苑六区37# --- 44#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442607,37# --- 44#商铺,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442607,37# --- 44#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280292,杭州市西湖区留下镇小和山社区小和山新苑新苑六区9# --- 18#,2,杭州市,19,西湖区,267,留下镇,4,5446031,9# --- 18#,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5446031,9# --- 18#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280293,杭州市西湖区留下镇小和山社区小和山新苑新苑六区19# --- 28#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442620,19# --- 28#商铺,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442620,19# --- 28#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280294,杭州市西湖区留下镇小和山社区小和山新苑新苑六区29# --- 36#,2,杭州市,19,西湖区,267,留下镇,4,5445975,29# --- 36#,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5445975,29# --- 36#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2280295,杭州市西湖区留下镇小和山社区小和山新苑新苑六区37# --- 44#,2,杭州市,19,西湖区,267,留下镇,4,5446273,37# --- 44#,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,5446273,37# --- 44#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2285479,杭州市西湖区古荡街道益乐社区二区29# --- 32#,2,杭州市,19,西湖区,264,古荡街道,4,2550634,二区29# --- 32#,88243,益乐社区,\N,\N,\N,\N,2550634,二区29# --- 32#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2287168,杭州市西湖区古荡街道益乐社区一区20# --- 23#,2,杭州市,19,西湖区,264,古荡街道,4,2550670,一区20# --- 23#,88243,益乐社区,\N,\N,\N,\N,2550670,一区20# --- 23#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2291128,杭州市西湖区古荡街道益乐社区一区27# --- 30#,2,杭州市,19,西湖区,264,古荡街道,4,2550697,一区27# --- 30#,88243,益乐社区,\N,\N,\N,\N,2550697,一区27# --- 30#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2296028,杭州市西湖区古荡街道益乐社区二区57# --- 60#,2,杭州市,19,西湖区,264,古荡街道,4,2550609,二区57# --- 60#,88243,益乐社区,\N,\N,\N,\N,2550609,二区57# --- 60#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2298462,杭州市西湖区古荡街道益乐社区二区19# --- 21#,2,杭州市,19,西湖区,264,古荡街道,4,2550623,二区19# --- 21#,88243,益乐社区,\N,\N,\N,\N,2550623,二区19# --- 21#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2300224,杭州市西湖区古荡街道益乐社区二区5# --- 7#,2,杭州市,19,西湖区,264,古荡街道,4,2550607,二区5# --- 7#,88243,益乐社区,\N,\N,\N,\N,2550607,二区5# --- 7#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2301097,杭州市西湖区古荡街道益乐社区一区13# --- 16#,2,杭州市,19,西湖区,264,古荡街道,4,2550668,一区13# --- 16#,88243,益乐社区,\N,\N,\N,\N,2550668,一区13# --- 16#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2309980,杭州市西湖区留下镇留和路小和山新苑1区11# --- 22#,2,杭州市,19,西湖区,267,留下镇,4,61265168,11# --- 22#,1455,留和路,16119611,小和山新苑,61264725,1区,61265168,11# --- 22#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
