detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,remark
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路57号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802203,57号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802203,57号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,57号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路49号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802240,49号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802240,49号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,49号,,,,（未覆盖）
杭州市西湖区转塘镇之江路云栖蝶谷公寓2幢,2,杭州市,19,西湖区,274,转塘镇,4,53791022,2幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791022,2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,2幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓3幢,2,杭州市,19,西湖区,274,转塘镇,4,53791036,3幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791036,3幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,3幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓1幢,2,杭州市,19,西湖区,274,转塘镇,4,53790964,1幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53790964,1幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,1幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓5幢,2,杭州市,19,西湖区,274,转塘镇,4,53791049,5幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791049,5幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,5幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓4幢,2,杭州市,19,西湖区,274,转塘镇,4,53791152,4幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791152,4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D24幢,2,杭州市,19,西湖区,274,转塘镇,4,53777318,D24幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777318,D24幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D24幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C35幢,2,杭州市,19,西湖区,274,转塘镇,4,53777131,C35幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777131,C35幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C35幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C12幢,2,杭州市,19,西湖区,274,转塘镇,4,53776998,C12幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776998,C12幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C12幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B24幢,2,杭州市,19,西湖区,274,转塘镇,4,53776905,B24幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776905,B24幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B24幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A5幢,2,杭州市,19,西湖区,274,转塘镇,4,53776804,A5幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776804,A5幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A5幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B6幢,2,杭州市,19,西湖区,274,转塘镇,4,53776986,B6幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776986,B6幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B6幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C45幢,2,杭州市,19,西湖区,274,转塘镇,4,53777200,C45幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777200,C45幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C45幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C2幢,2,杭州市,19,西湖区,274,转塘镇,4,53777107,C2幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777107,C2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C2幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C15幢,2,杭州市,19,西湖区,274,转塘镇,4,53777004,C15幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777004,C15幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C15幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D17幢,2,杭州市,19,西湖区,274,转塘镇,4,53777301,D17幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777301,D17幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D17幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B15幢,2,杭州市,19,西湖区,274,转塘镇,4,53776855,B15幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776855,B15幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B15幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C29幢,2,杭州市,19,西湖区,274,转塘镇,4,53777103,C29幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777103,C29幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C29幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D12幢,2,杭州市,19,西湖区,274,转塘镇,4,53777282,D12幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777282,D12幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D12幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B9幢,2,杭州市,19,西湖区,274,转塘镇,4,53776992,B9幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776992,B9幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B9幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B26幢,2,杭州市,19,西湖区,274,转塘镇,4,53776913,B26幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776913,B26幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B26幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C39幢,2,杭州市,19,西湖区,274,转塘镇,4,53777169,C39幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777169,C39幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C39幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B7幢,2,杭州市,19,西湖区,274,转塘镇,4,53776988,B7幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776988,B7幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B7幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C6幢,2,杭州市,19,西湖区,274,转塘镇,4,53777258,C6幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777258,C6幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C6幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A1幢,2,杭州市,19,西湖区,274,转塘镇,4,53776791,A1幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776791,A1幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A1幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D13幢,2,杭州市,19,西湖区,274,转塘镇,4,53777286,D13幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777286,D13幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D13幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B25幢,2,杭州市,19,西湖区,274,转塘镇,4,53776909,B25幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776909,B25幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B25幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C3幢,2,杭州市,19,西湖区,274,转塘镇,4,53777174,C3幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777174,C3幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C3幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C32幢,2,杭州市,19,西湖区,274,转塘镇,4,53777119,C32幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777119,C32幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C32幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D4幢,2,杭州市,19,西湖区,274,转塘镇,4,53777359,D4幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777359,D4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C36幢,2,杭州市,19,西湖区,274,转塘镇,4,53777136,C36幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777136,C36幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C36幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B11幢,2,杭州市,19,西湖区,274,转塘镇,4,53776817,B11幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776817,B11幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B11幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C47幢,2,杭州市,19,西湖区,274,转塘镇,4,53777208,C47幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777208,C47幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C47幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A15幢,2,杭州市,19,西湖区,274,转塘镇,4,53776779,A15幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776779,A15幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A15幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A10幢,2,杭州市,19,西湖区,274,转塘镇,4,53776744,A10幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776744,A10幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A10幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B13幢,2,杭州市,19,西湖区,274,转塘镇,4,53776847,B13幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776847,B13幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B13幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C22幢,2,杭州市,19,西湖区,274,转塘镇,4,53777060,C22幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777060,C22幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C22幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B12幢,2,杭州市,19,西湖区,274,转塘镇,4,53776822,B12幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776822,B12幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B12幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D8幢,2,杭州市,19,西湖区,274,转塘镇,4,53777371,D8幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777371,D8幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D8幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D18幢,2,杭州市,19,西湖区,274,转塘镇,4,53777304,D18幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777304,D18幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D18幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A9幢,2,杭州市,19,西湖区,274,转塘镇,4,53776836,A9幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776836,A9幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A9幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D23幢,2,杭州市,19,西湖区,274,转塘镇,4,53777316,D23幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777316,D23幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D23幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C16幢,2,杭州市,19,西湖区,274,转塘镇,4,53777046,C16幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777046,C16幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C16幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D25幢,2,杭州市,19,西湖区,274,转塘镇,4,53777321,D25幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777321,D25幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D25幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A14幢,2,杭州市,19,西湖区,274,转塘镇,4,53776776,A14幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776776,A14幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A14幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C23幢,2,杭州市,19,西湖区,274,转塘镇,4,53777062,C23幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777062,C23幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C23幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B17幢,2,杭州市,19,西湖区,274,转塘镇,4,53776864,B17幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776864,B17幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B17幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B3幢,2,杭州市,19,西湖区,274,转塘镇,4,53776958,B3幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776958,B3幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B3幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C41幢,2,杭州市,19,西湖区,274,转塘镇,4,53777184,C41幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777184,C41幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C41幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D27幢,2,杭州市,19,西湖区,274,转塘镇,4,53777347,D27幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777347,D27幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D27幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D7幢,2,杭州市,19,西湖区,274,转塘镇,4,53777368,D7幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777368,D7幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D7幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B18幢,2,杭州市,19,西湖区,274,转塘镇,4,53776869,B18幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776869,B18幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B18幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C9幢,2,杭州市,19,西湖区,274,转塘镇,4,53777270,C9幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777270,C9幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C9幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C50幢,2,杭州市,19,西湖区,274,转塘镇,4,53777225,C50幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777225,C50幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C50幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C38幢,2,杭州市,19,西湖区,274,转塘镇,4,53777144,C38幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777144,C38幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C38幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B21幢,2,杭州市,19,西湖区,274,转塘镇,4,53776891,B21幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776891,B21幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B21幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A4幢,2,杭州市,19,西湖区,274,转塘镇,4,53776801,A4幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776801,A4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D5幢,2,杭州市,19,西湖区,274,转塘镇,4,53777362,D5幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777362,D5幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D5幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A2幢,2,杭州市,19,西湖区,274,转塘镇,4,53776794,A2幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776794,A2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A2幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D9幢,2,杭州市,19,西湖区,274,转塘镇,4,53777375,D9幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777375,D9幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D9幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B10幢,2,杭州市,19,西湖区,274,转塘镇,4,53776814,B10幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776814,B10幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B10幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C56幢,2,杭州市,19,西湖区,274,转塘镇,4,53777249,C56幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777249,C56幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C56幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C1幢,2,杭州市,19,西湖区,274,转塘镇,4,53777054,C1幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777054,C1幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C1幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C37幢,2,杭州市,19,西湖区,274,转塘镇,4,53777140,C37幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777140,C37幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C37幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D21幢,2,杭州市,19,西湖区,274,转塘镇,4,53777312,D21幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777312,D21幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D21幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B19幢,2,杭州市,19,西湖区,274,转塘镇,4,53776875,B19幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776875,B19幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B19幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D6幢,2,杭州市,19,西湖区,274,转塘镇,4,53777365,D6幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777365,D6幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D6幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D20幢,2,杭州市,19,西湖区,274,转塘镇,4,53777310,D20幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777310,D20幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D20幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B14幢,2,杭州市,19,西湖区,274,转塘镇,4,53776851,B14幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776851,B14幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B14幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C8幢,2,杭州市,19,西湖区,274,转塘镇,4,53777266,C8幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777266,C8幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C8幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C27幢,2,杭州市,19,西湖区,274,转塘镇,4,53777095,C27幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777095,C27幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C27幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C31幢,2,杭州市,19,西湖区,274,转塘镇,4,53777115,C31幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777115,C31幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C31幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C55幢,2,杭州市,19,西湖区,274,转塘镇,4,53777245,C55幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777245,C55幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C55幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B4幢,2,杭州市,19,西湖区,274,转塘镇,4,53776842,B4幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776842,B4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A11幢,2,杭州市,19,西湖区,274,转塘镇,4,53776767,A11幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776767,A11幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A11幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A7幢,2,杭州市,19,西湖区,274,转塘镇,4,53776830,A7幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776830,A7幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A7幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D15幢,2,杭州市,19,西湖区,274,转塘镇,4,53777295,D15幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777295,D15幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D15幢,,,,
